@relation /mhome/zuberif/Datasets/-10011/svmguide1.libsvm

@attribute att_1 numeric
@attribute att_2 numeric
@attribute att_3 numeric
@attribute att_4 numeric
@attribute class numeric

@data
{0 37.998,1 157.072,2 -0.108724,3 130.9151,4 1}
{0 20.42599,1 29.20502,2 0.181261,3 128.6986,4 1}
{1 100.8839,2 0.30161,3 132.9421,4 1}
{0 38.30701,1 199.143,2 -0.078067,3 99.57336,4 1}
{0 57.32996,1 113,2 0.12373,3 117.9098,4 1}
{0 25.4983,1 58.5359,2 -0.217452,3 99.49096,4 1}
{0 33.81201,1 237.401,2 0.178845,3 139.0671,4 1}
{0 26.6562,1 117.9132,2 -0.2879,3 125.1719,4 1}
{0 67.935,1 177.162,2 -0.228119,3 137.4603,4 1}
{0 41.397,1 128.428,2 -0.228702,3 152.3717,4 1}
{0 31.16901,1 193.728,2 -0.059995,3 128.358,4 1}
{0 49.789,1 226.667,2 0.152006,3 122.862,4 1}
{0 26.94899,1 178.249,2 -0.134652,3 98.65598,4 1}
{0 179.244,1 74.34499,2 0.181633,3 148.4303,4 1}
{0 26.3476,1 48.4466,2 -0.299254,3 113.529,4 1}
{0 71.86798,1 299.383,2 0.153294,3 162.9325,4 1}
{0 28.9461,1 153.8637,2 -0.152428,3 140.6217,4 1}
{0 151.85,1 243.6599,2 -0.131998,3 142.775,4 1}
{0 26.1084,1 59.0853,2 -0.18638,3 108.2692,4 1}
{0 30.604,1 113.522,2 0.146936,3 108.4285,4 1}
{0 53.90302,1 174.65,2 -0.232294,3 156.791,4 1}
{0 62.241,1 375.361,2 -0.151395,3 170.5928,4 1}
{0 22.0457,1 65.2606,2 0.167441,3 126.7073,4 1}
{0 27.34299,1 99.10498,2 0.143051,3 110.266,4 1}
{0 57.58099,1 243.094,2 0.21968,3 123.1888,4 1}
{0 21.9984,1 52.6248,2 -0.244092,3 111.9661,4 1}
{0 23.0301,1 40.9701,2 -0.171526,3 146.1726,4 1}
{0 19.64201,1 57.438,2 -0.187262,3 113.0373,4 1}
{0 18.7132,1 126.8744,2 0.309642,3 145.8787,4 1}
{0 31.984,1 103.644,2 -0.259113,3 113.7652,4 1}
{0 69.42999,1 139.389,2 -0.143141,3 136.922,4 1}
{0 37.341,1 163.852,2 -0.15419,3 130.2641,4 1}
{0 31.9675,1 55.3431,2 -0.234815,3 109.8677,4 1}
{0 26.51599,1 196.229,2 -0.094869,3 137.452,4 1}
{0 37.41301,1 123.25,2 -0.166983,3 145.0932,4 1}
{0 23.726,1 162.495,2 0.21611,3 96.2417,4 1}
{0 25.6772,1 54.2261,2 0.215378,3 97.80453,4 1}
{0 72.789,1 235.899,2 -0.25154,3 162.0783,4 1}
{0 28.793,1 181.169,2 -0.14862,3 123.631,4 1}
{0 20.2572,1 46.3296,2 0.331846,3 110.9993,4 1}
{0 19.55301,1 85.27202,2 0.308777,3 142.569,4 1}
{0 29.745,1 282.267,2 0.136078,3 136.282,4 1}
{0 55.72098,1 245.821,2 0.106983,3 125.6114,4 1}
{0 22.87,1 75.821,2 -0.296779,3 155.989,4 1}
{0 110.749,1 269.972,2 -0.156259,3 177.1463,4 1}
{0 87.32703,1 295.667,2 -0.163277,3 160.4001,4 1}
{0 27.92,1 106.97,2 0.098507,3 102.9545,4 1}
{0 21.347,1 132.692,2 0.29615,3 158.7576,4 1}
{0 25.0696,1 62.6786,2 -0.164258,3 108.4257,4 1}
{0 17.4341,1 104.9791,2 0.151298,3 55.77295,4 1}
{1 151.956,2 -0.446285,3 166.4811,4 1}
{0 17.5864,1 44.5274,2 0.315447,3 103.8471,4 1}
{0 151.39,1 302.75,2 -0.150886,3 165.767,4 1}
{0 117.794,1 231.425,2 -0.11366,3 167.6649,4 1}
{0 20.158,1 106.653,2 0.458677,3 159.7437,4 1}
{0 23.04199,1 267.275,2 0.195557,3 149.7981,4 1}
{0 38.817,1 193.899,2 -0.112546,3 179.1046,4 1}
{0 22.84901,1 84.45301,2 0.192097,3 152.8853,4 1}
{0 44.17102,1 92.129,2 0.208183,3 125.084,4 1}
{0 72.84401,1 124.737,2 -0.213761,3 129.94,4 1}
{0 110.086,1 221.223,2 -0.161743,3 139.7043,4 1}
{0 24.3964,1 30.4181,2 0.387308,3 94.13504,4 1}
{0 37.912,1 130.247,2 0.117606,3 106.4317,4 1}
{0 42.93701,1 256.665,2 -0.139695,3 118.1872,4 1}
{0 36.9765,1 70.8081,2 0.197899,3 109.0108,4 1}
{0 50.41003,1 64.37,2 -0.174159,3 124.1062,4 1}
{0 102.369,1 309.977,2 0.142326,3 161.5674,4 1}
{0 92.48999,1 308.6259,2 0.247285,3 172.9934,4 1}
{0 30.15698,1 155.517,2 0.110573,3 102.1112,4 1}
{0 94.68604,1 345.257,2 -0.141122,3 152.2014,4 1}
{0 25.5206,1 36.5209,2 0.340312,3 107.838,4 1}
{0 55.284,1 229.936,2 0.112866,3 146.439,4 1}
{0 90.047,1 326.944,2 -0.127238,3 175.2483,4 1}
{0 53.45001,1 129.58,2 0.2101,3 124.6693,4 1}
{0 69.2185,1 84.1465,2 0.269907,3 166.5361,4 1}
{0 28.2104,1 81.5304,2 -0.264128,3 92.31678,4 1}
{0 21.052,1 46.0651,2 0.180844,3 91.42138,4 1}
{0 25.627,1 146.105,2 -0.213582,3 157.3458,4 1}
{0 43.23801,1 225.624,2 -0.076943,3 127.1028,4 1}
{0 29.013,1 205.009,2 -0.109867,3 103.6741,4 1}
{0 136.73,1 348.4,2 -0.128501,3 150.4134,4 1}
{0 38.856,1 105.816,2 -0.149729,3 146.8263,4 1}
{0 19.66199,1 102.71,2 -0.205259,3 119.187,4 1}
{0 54.90002,1 230.371,2 -0.185783,3 142.8492,4 1}
{0 22.4252,1 49.5015,2 -0.330706,3 100.4743,4 1}
{0 43.28198,1 158.399,2 -0.117678,3 118.5196,4 1}
{0 43.28101,1 180.354,2 -0.118307,3 109.453,4 1}
{0 58.776,1 303.048,2 -0.248638,3 145.8622,4 1}
{0 17.3942,1 70.2787,2 0.20033,3 137.0181,4 1}
{0 17.34799,1 89.02299,2 0.424049,3 137.9327,4 1}
{0 16.478,1 71.957,2 -0.228953,3 134.4912,4 1}
{0 40.34799,1 163.547,2 -0.167703,3 107.0826,4 1}
{0 18.101,1 173.843,2 0.18194,3 161.29,4 1}
{0 22.07401,1 205.661,2 0.245777,3 138.136,4 1}
{0 31.92039,1 117.5504,2 -0.085309,3 140.1822,4 1}
{0 50.297,1 183.509,2 -0.155504,3 137.4493,4 1}
{0 24.0735,1 28.2395,2 0.183063,3 122.7796,4 1}
{0 47.80598,1 178.224,2 -0.087819,3 127.5367,4 1}
{0 36.565,1 90.0822,2 -0.143802,3 153.8906,4 1}
{0 23.7514,1 107.7112,2 -0.18573,3 168.3323,4 1}
{0 81.09029,1 173.3193,2 0.061106,3 150.2101,4 1}
{0 19.75,1 72.06006,2 -0.160401,3 74.46098,4 1}
{0 22.436,1 77.6348,2 0.613302,3 89.084,4 1}
{0 82.69,1 339.2689,2 -0.157497,3 165.5061,4 1}
{0 25.96001,1 124.864,2 0.210989,3 109.0327,4 1}
{0 52.24103,1 270.907,2 -0.111731,3 148.5704,4 1}
{0 24.3491,1 168.8192,2 -0.145577,3 113.268,4 1}
{0 22.95001,1 142.33,2 -0.064381,3 84.63172,4 1}
{0 23.8486,1 81.8763,2 0.187862,3 98.73289,4 1}
{0 58.01202,1 197.693,2 -0.227481,3 151.9268,4 1}
{0 87.43005,1 197.14,2 -0.173584,3 157.6562,4 1}
{0 41.54599,1 196.666,2 0.117323,3 137.5894,4 1}
{0 33.68498,1 165.222,2 0.160303,3 124.2738,4 1}
{0 82.25,1 229.78,2 -0.063159,3 164.4514,4 1}
{0 29.36099,1 163.029,2 0.102572,3 109.442,4 1}
{0 22.37903,1 95.58401,2 0.38509,3 128.2783,4 1}
{0 17.96199,1 83.63699,2 0.136237,3 133.42,4 1}
{0 38.72369,1 51.97571,2 0.186276,3 155.1568,4 1}
{0 125.993,1 346.638,2 0.111411,3 137.6251,4 1}
{0 43.246,1 153.155,2 -0.204643,3 152.1822,4 1}
{0 24.0595,1 31.7715,2 -0.275231,3 103.8279,4 1}
{0 25.69699,1 152.378,2 0.189364,3 124.6555,4 1}
{0 30.966,1 144.692,2 0.169115,3 157.5216,4 1}
{0 41.9959,1 122.0959,2 -0.086445,3 132.824,4 1}
{0 46.85599,1 232.518,2 0.162418,3 137.6114,4 1}
{0 25.93501,1 157.945,2 -0.182077,3 110.1726,4 1}
{0 33.9728,1 105.069,2 0.331206,3 166.8711,4 1}
{0 38.52901,1 140.012,2 -0.122867,3 122.3291,4 1}
{0 27.132,1 72.12,2 0.167212,3 110.027,4 1}
{0 43.32007,1 153.5801,2 -0.098288,3 101.7597,4 1}
{0 43.13599,1 220.059,2 0.199564,3 142.8821,4 1}
{0 75.07501,1 279.674,2 0.124761,3 117.1984,4 1}
{0 24.29601,1 133.747,2 0.10001,3 123.0488,4 1}
{0 34.60901,1 222.865,2 0.162465,3 99.08446,4 1}
{0 37.1132,1 45.4202,2 0.105838,3 169.9309,4 1}
{0 33.98599,1 185.81,2 0.290034,3 142.9096,4 1}
{0 25.7725,1 66.5907,2 -0.137423,3 115.8581,4 1}
{0 32.9357,1 99.72871,2 -0.106124,3 127.1604,4 1}
{0 44.5,1 123.061,2 -0.179395,3 143.4479,4 1}
{0 24.67599,1 191.181,2 -0.249374,3 88.86427,4 1}
{0 82.48102,1 214.7809,2 -0.15797,3 151.0616,4 1}
{0 52.99902,1 244.101,2 0.281691,3 146.0984,4 1}
{0 32.09799,1 155.678,2 -0.448901,3 165.55,4 1}
{0 82.6119,1 49.9199,2 0.154168,3 127.7647,4 1}
{0 28.28998,1 163.524,2 0.275974,3 132.0494,4 1}
{0 112.493,1 315.497,2 -0.151173,3 165.5171,4 1}
{0 28.67902,1 224.843,2 -0.055955,3 100.3067,4 1}
{0 57.72498,1 326.598,2 -0.135497,3 154.2202,4 1}
{0 44.9544,1 99.2826,2 0.297912,3 142.9618,4 1}
{0 34.52301,1 96.66699,2 -0.16397,3 109.4969,4 1}
{0 14.8,1 8.613998,2 0.243844,3 144.5191,4 1}
{0 68.091,1 253.946,2 0.214911,3 134.3511,4 1}
{0 18.8343,1 88.45231,2 0.118624,3 112.9961,4 1}
{0 67.28198,1 167.19,2 -0.15673,3 115.8691,4 1}
{0 25.92801,1 114.075,2 0.302076,3 152.9897,4 1}
{0 20.6594,1 43.6381,2 0.189165,3 156.3543,4 1}
{0 17.605,1 204.544,2 0.221989,3 147.09,4 1}
{0 94.05005,1 256.42,2 0.102958,3 142.4317,4 1}
{0 28.21899,1 196.69,2 0.389447,3 160.6308,4 1}
{0 18.9314,1 64.9062,2 0.19221,3 168.7004,4 1}
{0 39.634,1 158.559,2 0.141344,3 121.4145,4 1}
{0 20.44403,1 224.454,2 -0.088848,3 79.44884,4 1}
{0 45.12,1 85.72003,2 0.133187,3 109.7578,4 1}
{0 33.567,1 213.066,2 0.245494,3 170.7741,4 1}
{0 47.2257,1 146.8957,2 0.186141,3 157.4502,4 1}
{0 56.31104,1 381.832,2 -0.151656,3 175.5779,4 1}
{0 78.87201,1 316.332,2 -0.094583,3 162.6029,4 1}
{0 61.048,1 217.099,2 -0.121105,3 170.211,4 1}
{0 99.61401,1 263.039,2 -0.167433,3 155.0222,4 1}
{0 26.1839,1 82.12501,2 -0.19941,3 101.0565,4 1}
{0 45.755,1 364.124,2 -0.068003,3 137.7981,4 1}
{0 34.47296,1 213.091,2 -0.193261,3 150.2843,4 1}
{0 19.56601,1 118.777,2 -0.126854,3 76.43305,4 1}
{0 101.9099,1 201.21,2 -0.15744,3 147.9716,4 1}
{0 50.3194,1 80.72639,2 -0.091842,3 147.0597,4 1}
{0 41.81099,1 194.371,2 -0.148677,3 140.3058,4 1}
{0 31.78796,1 195.129,2 -0.123118,3 133.9886,4 1}
{0 95.62,1 179.87,2 0.198019,3 135.4168,4 1}
{0 65.515,1 232.475,2 -0.160383,3 173.1527,4 1}
{0 72.62701,1 225.33,2 -0.131928,3 117.734,4 1}
{0 24.098,1 68.9453,2 -0.149519,3 130.363,4 1}
{0 40.2912,1 160.9382,2 -0.090874,3 172.2298,4 1}
{0 30.16341,1 110.603,2 -0.246567,3 145.8842,4 1}
{0 65.3283,1 70.7603,2 0.201448,3 129.4539,4 1}
{0 35.59698,1 251.956,2 -0.131255,3 118.5251,4 1}
{0 21.4216,1 92.7317,2 -0.169865,3 129.355,4 1}
{0 46.0494,1 39.7804,2 0.167546,3 137.7542,4 1}
{0 21.7092,1 89.85079,2 -0.072257,3 133.0245,4 1}
{0 113.65,1 138.64,2 0.135647,3 144.4642,4 1}
{0 37.0367,1 71.01201,2 -0.241978,3 152.5832,4 1}
{0 34.57101,1 101.023,2 -0.176953,3 132.2966,4 1}
{0 25.29901,1 79.394,2 0.260906,3 148.6693,4 1}
{0 21.05801,1 75.477,2 0.530515,3 161.2323,4 1}
{0 81.47003,1 291.1299,2 -0.184905,3 148.5402,4 1}
{0 64.92004,1 3.080078,2 -0.123122,3 139.9597,4 1}
{0 21.8189,1 38.4973,2 0.151341,3 143.8352,4 1}
{0 23.108,1 151.997,2 0.200309,3 107.2035,4 1}
{0 52.02899,1 241.971,2 -0.147298,3 148.1474,4 1}
{0 24.93399,1 145.586,2 0.43445,3 172.0403,4 1}
{0 19.94699,1 150.539,2 0.305559,3 88.8835,4 1}
{0 61.85297,1 288.26,2 0.136842,3 112.0897,4 1}
{0 16.5775,1 67.5589,2 -0.261803,3 43.45159,4 1}
{0 22.51799,1 69.38199,2 -0.294294,3 147.046,4 1}
{0 29.20398,1 131.178,2 0.248968,3 90.51774,4 1}
{0 40.3915,1 109.2955,2 -0.078932,3 159.6008,4 1}
{0 33.39502,1 168.835,2 -0.143467,3 97.41177,4 1}
{0 26.6416,1 100.1998,2 0.151908,3 129.3111,4 1}
{0 19.56,1 116.675,2 0.486443,3 83.61547,4 1}
{0 58.851,1 128.775,2 -0.25107,3 176.0037,4 1}
{0 25.21201,1 95.121,2 0.168387,3 101.084,4 1}
{0 54.63998,1 321.31,2 -0.217341,3 165.2644,4 1}
{0 67.65295,1 282.416,2 0.108985,3 143.9973,4 1}
{0 113.97,1 396.78,2 0.176979,3 147.8151,4 1}
{0 57.836,1 292.266,2 0.154596,3 160.1749,4 1}
{0 20.74899,1 102.954,2 0.444207,3 94.69535,4 1}
{0 52.88898,1 219.393,2 -0.188735,3 120.2829,4 1}
{0 41.60399,1 180.417,2 0.126158,3 141.8357,4 1}
{0 103.2,1 189.41,2 -0.179191,3 155.1897,4 1}
{0 173.7899,1 261.74,2 -0.27333,3 171.8727,4 1}
{0 24.69199,1 175.873,2 0.22222,3 89.17464,4 1}
{0 29.73601,1 131.88,2 -0.195603,3 150.9517,4 1}
{0 80.72499,1 168.997,2 -0.161807,3 165.6269,4 1}
{0 76.992,1 206.238,2 -0.137623,3 125.496,4 1}
{0 22.354,1 148.373,2 0.136007,3 103.3747,4 1}
{0 50.27197,1 258.28,2 0.124139,3 116.2838,4 1}
{0 69.29401,1 272.541,2 -0.11797,3 119.6484,4 1}
{0 33.70901,1 111.25,2 -0.13835,3 132.6702,4 1}
{0 36.888,1 174.978,2 0.114894,3 102.5754,4 1}
{0 48.88602,1 97.09201,2 0.144111,3 111.0103,4 1}
{0 131.475,1 410.063,2 0.142264,3 144.1126,4 1}
{0 17.3386,1 81.2969,2 0.319245,3 136.6885,4 1}
{0 36.00497,1 207.313,2 0.25535,3 88.77638,4 1}
{0 38.55298,1 135.8231,2 0.218488,3 118.1515,4 1}
{0 116.4301,1 286.11,2 0.094706,3 139.3197,4 1}
{0 37.74097,1 330.287,2 0.221153,3 163.8389,4 1}
{0 25.021,1 85.655,2 0.183173,3 95.29412,4 1}
{0 16.604,1 183.846,2 0.147695,3 66.74845,4 1}
{0 28.0592,1 62.4965,2 0.124569,3 121.5436,4 1}
{0 21.4243,1 77.9329,2 0.377383,3 101.6223,4 1}
{0 37.94099,1 125.88,2 -0.257823,3 143.6649,4 1}
{0 17.84601,1 151.097,2 0.093167,3 60.6482,4 1}
{0 47.11002,1 162.634,2 -0.105604,3 105.5335,4 1}
{0 36.056,1 193.731,2 -0.176193,3 101.1911,4 1}
{0 38.79001,1 171.697,2 0.106582,3 123.024,4 1}
{0 19.166,1 103.0017,2 0.081944,3 129.8604,4 1}
{0 18.7301,1 98.0934,2 0.078173,3 109.9721,4 1}
{0 21.0904,1 82.6787,2 -0.343672,3 172.845,4 1}
{0 44.15301,1 179.775,2 0.061,3 175.8471,4 1}
{0 36.26105,1 211.872,2 0.253484,3 166.9618,4 1}
{0 29.55899,1 222.442,2 -0.208503,3 138.7457,4 1}
{0 31.2506,1 101.3406,2 0.128622,3 131.5468,4 1}
{0 28.61502,1 232.877,2 0.137118,3 120.1318,4 1}
{0 40.817,1 202.788,2 -0.126614,3 116.921,4 1}
{0 53.44397,1 259.201,2 -0.166553,3 157.6178,4 1}
{0 23.676,1 95.337,2 0.165308,3 136.3836,4 1}
{0 36.68701,1 168.224,2 -0.219083,3 162.1414,4 1}
{0 36.68701,1 168.224,2 -0.219083,3 162.1414,4 1}
{0 25.82298,1 53.45699,2 0.327758,3 136.477,4 1}
{0 75.302,1 369.293,2 -0.1788,3 171.6942,4 1}
{0 18.442,1 40.6367,2 0.432818,3 109.6068,4 1}
{0 22.8499,1 54.2589,2 -0.152589,3 107.7803,4 1}
{0 30.9627,1 166.4537,2 -0.22285,3 142.1735,4 1}
{0 24.97699,1 320.084,2 -0.122027,3 96.39826,4 1}
{0 36.3298,1 122.4587,2 0.344862,3 110.1094,4 1}
{0 117.73,1 215.4501,2 -0.167161,3 161.3834,4 1}
{0 16.966,1 79.77301,2 0.275008,3 107.3518,4 1}
{0 44.56598,1 195.248,2 -0.066707,3 99.07622,4 1}
{0 53.08496,1 85.005,2 -0.225782,3 130.8711,4 1}
{0 81.00598,1 391.181,2 0.148688,3 175.2291,4 1}
{0 30.91901,1 94.674,2 -0.170258,3 106.8217,4 1}
{0 153.47,1 388.4399,2 -0.124035,3 151.957,4 1}
{0 31.1257,1 78.27769,2 0.280098,3 166.2092,4 1}
{0 19.64259,1 80.5386,2 0.483342,3 87.29321,4 1}
{0 33.7526,1 65.5438,2 0.479707,3 85.56008,4 1}
{0 20.58301,1 86.51599,2 0.14222,3 83.19524,4 1}
{0 22.414,1 166.482,2 -0.164987,3 121.8485,4 1}
{0 81.68198,1 318.907,2 -0.234433,3 164.7782,4 1}
{0 26.1427,1 136.9867,2 0.186063,3 121.0822,4 1}
{0 23.2316,1 53.3123,2 -0.42045,3 156.1703,4 1}
{0 44.634,1 254.443,2 -0.188698,3 146.7549,4 1}
{0 104.321,1 391.231,2 -0.141194,3 148.8176,4 1}
{0 156.74,1 402.38,2 -0.176488,3 169.9062,4 1}
{0 24.62341,1 49.2376,2 -0.270553,3 116.509,4 1}
{0 17.476,1 105.707,2 0.196243,3 140.564,4 1}
{0 51.508,1 180.925,2 -0.166091,3 151.9487,4 1}
{0 21.6471,1 133.0155,2 0.253344,3 133.9309,4 1}
{0 47.09802,1 120.842,2 -0.12597,3 116.1245,4 1}
{0 27.463,1 165.966,2 -0.127819,3 104.1382,4 1}
{0 19.1939,1 188.3529,2 -0.236998,3 84.10986,4 1}
{0 18.7556,1 46.6425,2 0.468239,3 116.9403,4 1}
{0 117.92,1 241.59,2 -0.154358,3 129.6049,4 1}
{0 26.039,1 150.799,2 0.089424,3 101.312,4 1}
{0 19.99002,1 159.089,2 0.116457,3 81.27261,4 1}
{0 79.21899,1 310.074,2 0.127323,3 118.6514,4 1}
{0 29.065,1 219.498,2 -0.204595,3 94.37675,4 1}
{0 36.694,1 172.793,2 -0.294517,3 161.8421,4 1}
{0 51.20001,1 329.5781,2 0.239129,3 141.8192,4 1}
{0 56.573,1 216.427,2 0.253046,3 150.9187,4 1}
{0 94.492,1 316.168,2 -0.156636,3 139.3692,4 1}
{0 38.06702,1 90.14801,2 0.203598,3 103.9927,4 1}
{0 30.56702,1 173.688,2 -0.17421,3 97.59853,4 1}
{0 94.70996,1 145.6901,2 -0.167614,3 157.3101,4 1}
{0 22.9309,1 46.8119,2 0.417335,3 148.911,4 1}
{0 35.41,1 222.241,2 0.192702,3 158.3127,4 1}
{0 28.858,1 112.012,2 0.211518,3 141.9538,4 1}
{0 31.29901,1 143.283,2 0.195211,3 145.3541,4 1}
{0 73.68097,1 321.74,2 0.120414,3 118.3493,4 1}
{0 16.58699,1 75.50099,2 0.272584,3 41.2845,4 1}
{0 89.79993,1 199.0199,2 0.180688,3 150.4189,4 1}
{0 28.76199,1 70.073,2 0.167154,3 115.3225,4 1}
{0 91.505,1 278.673,2 -0.136644,3 135.5514,4 1}
{0 151.7999,1 146.54,2 -0.198475,3 162.2348,4 1}
{0 27.61101,1 80.40601,2 0.195478,3 126.3337,4 1}
{0 42.71001,1 123.704,2 0.160239,3 126.6029,4 1}
{0 50.179,1 108.989,2 -0.159993,3 108.846,4 1}
{0 22.11499,1 214.38,2 -0.195284,3 152.7453,4 1}
{0 21.208,1 71.5375,2 0.127147,3 125.8393,4 1}
{0 65.42798,1 251.643,2 0.147267,3 143.9753,4 1}
{0 20.84601,1 172.825,2 -0.167403,3 129.9757,4 1}
{0 30.54199,1 313.48,2 0.320533,3 149.7597,4 1}
{0 28.6592,1 48.5515,2 0.178277,3 113.5399,4 1}
{0 50.67902,1 229.617,2 -0.110713,3 119.2859,4 1}
{0 19.368,1 92.17999,2 0.366607,3 109.03,4 1}
{0 21.2661,1 69.55,2 0.267451,3 144.9146,4 1}
{0 32.2393,1 115.9603,2 -0.122706,3 127.7592,4 1}
{0 29.789,1 181.511,2 -0.200256,3 90.22934,4 1}
{0 33.60699,1 169.296,2 -0.158574,3 135.2575,4 1}
{0 39.493,1 126.512,2 0.168513,3 113.7102,4 1}
{0 18.3713,1 83.48691,2 0.26202,3 73.03273,4 1}
{0 42.99699,1 69.29999,2 -0.222606,3 143.7858,4 1}
{1 94.2081,2 0.31807,3 109.9831,4 1}
{0 31.095,1 81.039,2 0.349316,3 178.4454,4 1}
{0 23.4515,1 93.4545,2 -0.116596,3 130.1048,4 1}
{0 31.53198,1 282.016,2 0.172226,3 134.6532,4 1}
{0 19.9081,1 105.638,2 0.294436,3 130.4152,4 1}
{0 28.226,1 119.249,2 0.065365,3 147.3371,4 1}
{0 44.2,1 200.899,2 -0.221563,3 133.7386,4 1}
{0 76.7337,1 79.7537,2 0.21287,3 176.4102,4 1}
{0 68.22296,1 340.697,2 0.168456,3 135.2328,4 1}
{0 25.4171,1 88.6358,2 0.155698,3 117.4539,4 1}
{0 23.54001,1 111.01,2 -0.263519,3 136.4935,4 1}
{0 21.80603,1 181.55,2 -0.150428,3 82.26963,4 1}
{0 27.4458,1 113.1208,2 -0.262264,3 124.3287,4 1}
{0 23.16499,1 82.758,2 0.382575,3 161.6251,4 1}
{0 42.13499,1 193.292,2 -0.089472,3 125.6251,4 1}
{0 141.735,1 374.609,2 -0.126865,3 169.1728,4 1}
{0 62.82004,1 192.598,2 -0.095737,3 127.3747,4 1}
{0 50.87695,1 200.322,2 0.129726,3 147.5734,4 1}
{0 120.412,1 300.5551,2 0.147703,3 137.2158,4 1}
{0 26.9466,1 77.17061,2 0.193156,3 115.078,4 1}
{0 48.97499,1 167.852,2 -0.074113,3 156.3159,4 1}
{0 18.48999,1 57.45007,2 -0.121688,3 66.08652,4 1}
{0 16.31799,1 98.65298,2 0.364318,3 161.0016,4 1}
{0 45.25598,1 43.60596,2 -0.196413,3 128.8139,4 1}
{0 57.41498,1 262.059,2 0.156388,3 123.4113,4 1}
{0 27.83299,1 126.289,2 -0.13562,3 139.2483,4 1}
{0 23.33739,1 37.1572,2 -0.235041,3 113.8723,4 1}
{0 58.31,1 260.532,2 -0.152633,3 132.596,4 1}
{0 37.42101,1 156.843,2 -0.186206,3 109.0986,4 1}
{0 18.57001,1 75.832,2 -0.241524,3 131.1952,4 1}
{0 20.2238,1 60.00079,2 0.388951,3 90.86931,4 1}
{0 124.2184,1 81.0104,2 0.228945,3 144.8212,4 1}
{0 28.078,1 112.628,2 -0.262511,3 102.342,4 1}
{0 32.67999,1 239.274,2 -0.097815,3 102.515,4 1}
{0 24.47701,1 100.721,2 -0.289188,3 104.704,4 1}
{0 29.96399,1 103.138,2 0.087838,3 100.3177,4 1}
{0 25.6289,1 45.2395,2 -0.276022,3 125.0648,4 1}
{0 101.932,1 207.332,2 -0.161464,3 138.9929,4 1}
{0 63.97098,1 304.3,2 0.21177,3 157.1206,4 1}
{0 29.10504,1 185.161,2 0.091801,3 102.949,4 1}
{0 60.17804,1 327.018,2 -0.109043,3 155.3161,4 1}
{0 27.9828,1 87.85509,2 0.222475,3 106.1378,4 1}
{0 80.6405,1 110.3635,2 0.121333,3 133.052,4 1}
{0 33.745,1 131.903,2 -0.228198,3 140.2179,4 1}
{0 51.172,1 239.732,2 0.069972,3 103.3307,4 1}
{0 49.3941,1 82.24909,2 -0.126766,3 121.019,4 1}
{0 35.21295,1 205.463,2 -0.179568,3 137.9959,4 1}
{0 89.828,1 391.917,2 0.102394,3 142.5855,4 1}
{0 25.2892,1 82.0756,2 0.190501,3 125.6086,4 1}
{0 22.1349,1 43.1469,2 0.210112,3 117.116,4 1}
{0 26.24802,1 198.181,2 0.138859,3 115.8471,4 1}
{0 24.1687,1 109.7272,2 -0.155615,3 125.702,4 1}
{0 100.297,1 190.1771,2 0.249296,3 137.9849,4 1}
{0 40.795,1 106.334,2 -0.177793,3 151.0423,4 1}
{0 21.6566,1 87.2636,2 -0.273247,3 168.239,4 1}
{0 28.94299,1 101.777,2 0.135412,3 105.9812,4 1}
{0 16.96799,1 242.462,2 0.107276,3 129.4484,4 1}
{0 29.769,1 135.1,2 -0.168525,3 135.8672,4 1}
{0 21.1205,1 121.8956,2 -0.22378,3 102.1469,4 1}
{0 29.7163,1 108.6943,2 -0.239094,3 164.8551,4 1}
{0 164.4,1 223.9801,2 -0.163434,3 158.6917,4 1}
{1 113.785,2 0.380848,3 165.2067,4 1}
{0 80.60101,1 159.278,2 0.106269,3 113.6086,4 1}
{0 122.78,1 303.27,2 -0.14919,3 149.29,4 1}
{0 23.3482,1 75.2542,2 -0.258894,3 97.16182,4 1}
{0 25.6227,1 72.004,2 -0.170036,3 99.64202,4 1}
{0 23.2081,1 84.8728,2 0.197509,3 116.0861,4 1}
{0 41.23502,1 209.273,2 -0.124823,3 106.5168,4 1}
{0 39.133,1 87.60201,2 -0.142777,3 111.653,4 1}
{0 30.41101,1 150.422,2 0.068363,3 128.6436,4 1}
{0 22.6293,1 36.7033,2 -0.167215,3 132.5081,4 1}
{0 20.008,1 110.398,2 0.288098,3 87.52117,4 1}
{0 25.588,1 89.241,2 0.202803,3 148.098,4 1}
{0 53.46701,1 208.28,2 -0.093479,3 141.0941,4 1}
{0 22.63499,1 159.952,2 -0.119867,3 149.5235,4 1}
{0 27.3835,1 101.8765,2 -0.161461,3 140.9183,4 1}
{0 40.17798,1 204.546,2 -0.055039,3 114.287,4 1}
{0 34.37299,1 110.938,2 -0.180663,3 133.3239,4 1}
{0 28.252,1 78.65799,2 0.044484,3 118.6432,4 1}
{0 43.08101,1 170.216,2 -0.178165,3 124.0018,4 1}
{0 198.86,1 387.39,2 -0.165657,3 156.6207,4 1}
{0 12.948,1 151.432,2 -0.118593,3 150.8666,4 1}
{0 43.79898,1 219.234,2 -0.121907,3 112.1007,4 1}
{0 21.0162,1 72.2881,2 0.100825,3 141.3632,4 1}
{0 26.214,1 54.04601,2 -0.180807,3 143.827,4 1}
{0 24.6707,1 37.686,2 0.150543,3 113.7981,4 1}
